ID,REGIÓN,PROVINCIA,DISTRITO,Codigo del Recurso,Nombre del Recurso,CATEGORIA,Tipo de Categoria,Sub tipo Categoria,URL,LATITUD,LONGITUD
105,Ica,Palpa,RÍO GRANDE,245,Sitio Arqueológico La Muña,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=245,-75.21072596311569,-14.538334159400953
106,Ica,Palpa,PALPA,246,Petroglifos De Chichictara,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=246,-75.16387313604355,-14.513691070782673
107,Ica,Palpa,PALPA,247,Geoglifos De Sacramento,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Geoglifos (Grabado en tierra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=247,-75.19253253936767,-14.523877352176
108,Ica,Nazca,NASCA,248,Iglesia Matriz De Nasca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=248,-74.93700921535492,-14.826775279758766
109,Ica,Nazca,EL INGENIO,249,Iglesia San José,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=249,-75.05828261375427,-14.645134044434041
110,Ica,Nazca,NASCA,250,Acueducto De Cantalloc,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=250,-74.91035878658294,-14.826609333971047
111,Ica,Nazca,NASCA,251,Complejo Arqueológico De Cahuachi,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=251,-75.13413548469543,-14.8150498596852
112,Ica,Nazca,NASCA,254,Líneas Y Geoglifos De La Pampa De Nasca,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Geoglifos (Grabado en tierra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=254,-75.13001561164856,-14.739005943231717
113,Ancash,Huarmey,HUARMEY,258,Playa Tuquillo,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=258,-78.19325000000003,-10.0175
114,Ica,Pisco,PARACAS,259,Playas De La Reserva,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=259,-76.27966403961181,-13.94093974184991
115,Ancash,Huaraz,INDEPENDENCIA,260,Complejo Arqueológico Waullac,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=260,-77.51418560743332,-9.524091634394873
116,Lambayeque,Chiclayo,CHICLAYO,261,Catedral De Chiclayo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=261,-79.83792524324963,-6.771675584683186
117,Lambayeque,Chiclayo,CHICLAYO,262,Ex-Convento De Los Padres Franciscanos,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Convento,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=262,-79.83931614958664,-6.771152403267794
118,Lambayeque,Chiclayo,CHICLAYO,263,Basílica San Antonio De Los Padres Descalzos,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=263,-79.84262988603649,-6.7736490153941435
119,Lambayeque,Chiclayo,CHICLAYO,264,Casa Elías Aguirre,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Murallas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=264,-79.83650554349725,-6.772085258400478
120,La Libertad,Trujillo,TRUJILLO,265,Casa Ramírez Y Laredo O Ganoza Chopitea,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=265,-79.02724653482437,-8.109254955907472
121,La Libertad,Trujillo,TRUJILLO,266,Casa De La Emancipación,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=266,-79.0265491604805,-8.110471122367117
122,Lambayeque,Lambayeque,LAMBAYEQUE,267,Casa De La Logia Masónica O Casa Montjoy,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=267,-79.90659121380531,-6.702726840242068
123,Lambayeque,Lambayeque,LAMBAYEQUE,269,Iglesia San Pedro De Lambayeque,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=269,-79.90647597684858,-6.70349351578735
124,Lambayeque,Lambayeque,MORROPE,270,Iglesia San Pedro De Mórrope,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=270,-80.0152014662043,-6.540897725891095
125,Lambayeque,Ferreñafe,FERREÑAFE,271,Iglesia Santa Lucía De Ferreñafe,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=271,-79.78815521808764,-6.639703220169346
126,Lambayeque,Lambayeque,LAMBAYEQUE,272,Museo Arqueológico Nacional Bruning,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=272,-79.90392976944719,-6.7038142375732175
127,Lambayeque,Lambayeque,OLMOS,273,Isla Lobos De Tierra,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=273,-80.8544503227539,-6.429845432382419
128,Lambayeque,Chiclayo,PIMENTEL,274,Playa Pimentel,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=274,-79.93850708332826,-6.836082351383048
129,Lambayeque,Chiclayo,ETEN PUERTO,275,Isla Lobos De Afuera,1. SITIOS NATURALES,Costas,Islas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=275,-80.7068412062988,-6.954174190609068
130,Lambayeque,Chiclayo,PIMENTEL,276,Playa Las Rocas,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=276,-79.93587939482882,-6.855251043815697
131,Lambayeque,Chiclayo,SANTA ROSA,278,Playa Santa Rosa,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=278,-79.92557994973754,-6.879394832484667
132,Puno,San Roman,JULIACA,282,Templo De La Merced,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=282,-70.13172715902328,-15.496554524578555
133,Lambayeque,Chiclayo,PIMENTEL,283,Muelle De Pimentel,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Puertos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=283,-79.93792568220903,-6.835575926013207
134,Loreto,Maynas,SAN JUAN BAUTISTA,287,Lago De Zungarococha,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=287,-73.3570995926857,-3.8270558589673773
135,Loreto,Maynas,IQUITOS,289,Museo Amazónico,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=289,-73.24428252875805,-3.75260801439471
136,Loreto,Maynas,IQUITOS,290,Casa De Fierro,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=290,-73.24406862258911,-3.7498914050868026
137,Loreto,Maynas,IQUITOS,291,Ex Hotel Palace,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=291,-73.24371457099914,-3.7506889917494605
138,Loreto,Maynas,SAN JUAN BAUTISTA,299,Complejo Artesanal Turístico De San Juan,3. FOLCLORE,Ferias y Mercados,Mercados  Artesanales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=299,-73.2866,-3.77442
139,Puno,San Roman,JULIACA,314,Templo De Santa Catalina,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=314,-70.13476610183716,-15.493406334309423
140,Puno,San Roman,JULIACA,315,Mirador Cristo Blanco,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=315,-70.139479,-15.501808
141,Junín,Huancayo,HUANCAYO,321,Catedral De Huancayo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=321,-75.20998567342758,-12.06773369680151
142,Moquegua,Mariscal Nieto,MOQUEGUA,322,Iglesia  Belén,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=322,-70.93124806880951,-17.191506707144796
143,Ancash,Yungay,YANAMA,324,Laguna Ulta Grande,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=324,-77.54491031169891,-9.161872199508423
144,Moquegua,Mariscal Nieto,MOQUEGUA,327,Casa Chocano,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=327,-70.93473737990547,-17.19432573771292
145,Moquegua,Mariscal Nieto,TORATA,330,Los Molinos De Piedra De Torata,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Molino,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=330,-70.85521499999998,-17.077363
146,Moquegua,Mariscal Nieto,TORATA,334,Iglesia San Agustín De Torata,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=334,-70.84412321448326,-17.07635635736272
147,Moquegua,Mariscal Nieto,TORATA,337,Sabaya,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=337,-70.98329999999998,-16.6667
148,Moquegua,Mariscal Nieto,TORATA,338,Camata,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=338,-70.8279379053431,-17.04538627969091
149,Moquegua,Ilo,ILO,348,Glorieta Jose Galvez,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Glorietas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=348,-71.34552732110018,-17.643780482618965
150,Moquegua,Mariscal Nieto,MOQUEGUA,350,Casa Tradicional Herbert De  La Flor Angulo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=350,-70.93435579516529,-17.194055862393647
151,Moquegua,Ilo,ILO,351,Iglesia De San Jerónimo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=351,-71.34495198726648,-17.646498806548202
152,Moquegua,Ilo,ILO,353,Playa Pozo De Lisas,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=353,-71.36099999999999,-17.6917
153,Moquegua,Ilo,ILO,354,Caleta De Puerto Inglés,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=354,-71.35820746421808,-17.66442312527312
154,Moquegua,Ilo,EL ALGARROBAL,357,Museo De Sitio  Chiribaya,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=357,-71.26881877722974,-17.622921146360944
155,Moquegua,Ilo,ILO,358,Playa Wawakiki,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=358,-71.3837742805481,-17.41563447679905
156,Piura,Piura,PIURA,361,Basílica Catedral San Miguel Arcangel De Piura,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=361,-80.62677919864654,-5.196568939213064
157,Piura,Piura,PIURA,362,Casa Museo Almirante Miguel Grau,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=362,-80.62728948891163,-5.197863126853503
158,Piura,Piura,CATACAOS,364,Complejo Arqueológico Narihualá,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=364,-80.68644091486931,-5.294514286335275
159,Piura,Piura,CATACAOS,366,Iglesia San Juan Bautista,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=366,-80.67578047513962,-5.265065058527784
160,Piura,Piura,CATACAOS,367,Calle Comercio,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Bulevares,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=367,-80.67649126052856,-5.2658663257105465
161,Piura,Ayabaca,AYABACA,370,Bosque De Cuyas,1. SITIOS NATURALES,Zonas paisajísticas,Bosques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=370,-79.78846549987793,-4.618688863234914
162,Piura,Ayabaca,AYABACA,371,Complejo Arqueológico San Bartolo De Los Olleros,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=371,-79.576145,-4.708018
163,Piura,Ayabaca,AYABACA,373,Petroglifos De Samanga,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=373,-79.54936199999997,-4.58329
164,Piura,Ayabaca,AYABACA,374,Complejo Arqueológico De Aypate,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=374,-79.57572800000002,-4.707437
165,Piura,Ayabaca,AYABACA,375,Iglesia Matriz De Nuestra Señora Del Pilar,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=375,-79.71570789813995,-4.640453483997068
166,Piura,Ayabaca,PACAIPAMPA,376,Laguna San Pablo,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagunas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=376,-79.52639199999998,-4.896666
167,Piura,Huancabamba,HUANCABAMBA,377,Complejo Arqueológico De Caxas,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=377,-79.44488525390625,-5.220878921068208
168,Piura,Huancabamba,HUANCABAMBA,378,Andenerías De Pasapampa,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Puentes,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=378,-79.45028500000001,-5.238667
169,Piura,Huancabamba,HUANCABAMBA,379,Museo Mario Polía Meconi,2. MANIFESTACIONES CULTURALES,Museos y otros,Museos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=379,-79.450357,-5.238677
170,Piura,Morropon,CHULUCANAS,383,Petroglifos De San Francisco De Paccha,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Petroglifos (Grabados en piedra),http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=383,-80.22249999999997,-5.00889
171,Ayacucho,Huamanga,AYACUCHO,386,Plaza Mayor De Huamanga,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Plazas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=386,-74.22581881284714,-13.16024737668489
172,Piura,Huancabamba,SONDOR,392,Cementerio Pre - Inca Maraipampa,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=392,-79.410035,-5.3111479
173,Piura,Huancabamba,SONDORILLO,393,Templo De Los Jaguares,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=393,-79.46680000000003,-5.15515
174,Piura,Morropon,CHULUCANAS,394,Cerro Arqueológico Vicus,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=394,-80.15981299999998,-5.15438
175,Piura,Paita,PAITA,396,Templo De Nuestra Señora De La Merced,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=396,-81.115303337574,-5.085825315465702
176,Piura,Paita,COLAN,397,Playa Colàn,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=397,-81.06631278991699,-5.009507826249269
177,Piura,Sullana,SULLANA,398,Paseo Turicarami,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Paseos peatonales,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=398,-80.69666683673858,-4.89563492772545
178,Piura,Sullana,SULLANA,400,Iglesia Matriz De Sullana,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=400,-80.68795703351497,-4.890270015477113
179,Piura,Sullana,MIGUEL CHECA,403,Casa Hacienda Sojo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Casa de Valor Arquitectónico,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=403,-80.82044273614883,-4.902136903173308
180,Piura,Talara,LOS ORGANOS,405,Playa Los Órganos,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=405,-81.12950697541237,-4.175610286463631
181,Piura,Talara,MANCORA,407,Playa Máncora,1. SITIOS NATURALES,Costas,Playas,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=407,-81.0572201013565,-4.10574389414202
182,Puno,Puno,PUNO,408,Basilica Catedral De Puno,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=408,-70.02873569726944,-15.840906720199385
183,Puno,Puno,PUNO,409,Templo San Juan - Santuario Virgen De La Candelaria,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=409,-70.02861499786377,-15.837867047723684
184,Puno,Puno,PUNO,410,Parque Pino,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Parques,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=410,-70.02744555473328,-15.837663197083684
185,Puno,Puno,PUNO,411,Balcon Del Conde De Lemos,2. MANIFESTACIONES CULTURALES,Lugares Históricos,Otros,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=411,-70.02909804662704,-15.84068699088182
186,Puno,Puno,PUNO,413,Lago Titicaca,1. SITIOS NATURALES,g. Cuerpo de Agua,Lagos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=413,-69.50431823730469,-15.796878613098205
187,Puno,Puno,ACORA,419,Sitio Arqueológico De Molloko,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=419,-69.77060113226321,-16.007446999999978
188,Puno,Puno,ACORA,420,Templo De San Juan Evangelista,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=420,-69.79785650968552,-15.972920466487125
189,Apurimac,Cotabambas,HAQUIRA,422,Templo San Juan De Llaqwa,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=422,-72.18826532363891,-14.214134085128581
190,Apurimac,Antabamba,HUAQUIRCA,423,Templo Colonial De Huaquirca,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=423,-72.89441572883607,-14.339382428425038
191,Puno,Puno,ATUNCOLLA,424,Complejo Arqueologico De Sillustani,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=424,-70.15635520219803,-15.723136367772598
192,Puno,Puno,CHUCUITO,425,Sitio Arqueológico Inca Uyo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=425,-69.88909899999999,-15.894302
193,Puno,Puno,CHUCUITO,426,Templo De Santo Domingo,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=426,-69.88837838172913,-15.892648956075492
194,Puno,Puno,CHUCUITO,427,Templo De Nuestra Señora De La Asunción,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=427,-69.89036799999997,-15.894595
195,Puno,Puno,CHUCUITO,428,Glorieta - Mirador De Chucuito,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Miradores,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=428,-69.88977313041687,-15.89644621725179
196,Puno,Yunguyo,YUNGUYO,429,Templo De Nuestra Señora De La Asunción,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=429,-69.09215223677063,-16.2436376939737
197,Puno,Puno,PICHACANI,430,Complejo Arqueologico De Cutimbo,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=430,-70.00625300000001,-16.019154
198,Puno,Azangaro,AZÁNGARO,431,Templo De Nuestra Señora De La Asunción,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=431,-70.19515999999999,-14.909244
199,Puno,Azangaro,AZÁNGARO,432,Templo De Tintiri,2. MANIFESTACIONES CULTURALES,Arquitectura y Espacios Urbanos,Iglesias,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=432,-70.111941,-14.871313
200,Puno,Azangaro,AZÁNGARO,433,Centro Ceremonial De Cancha Canchani,2. MANIFESTACIONES CULTURALES,Sitios Arqueológicos,Templos,http://ficha.sigmincetur.mincetur.gob.pe/index.aspx?cod_Ficha=433,-70.10749699999997,-14.87387
